"geneName","teName","pvalue","coef","padj","pair","kznf_age","te_age","count","repFamily"
"ZNF263","L1MA10",0.0449672889817617,-0.421842036919234,0.205927518581835,"ZNF263-L1MA10","old","old","old-old","L1"
"ZNF263","L1MA5A",0.0459254272356423,-0.420149896558865,0.208291772126754,"ZNF263-L1MA5A","old","old","old-old","L1"
"ZNF263","L1MA7",0.00635819216242777,-0.551635358067073,0.0705322370946227,"ZNF263-L1MA7","old","old","old-old","L1"
"ZNF263","L1P4",0.0499106513739088,-0.413393622688282,0.218166302293414,"ZNF263-L1P4","old","old","old-old","L1"
"ZNF200","AluYa5",0.00189401864023874,-0.612432290724882,0.0361933587435167,"ZNF200-AluYa5","old","young","old-young","Alu"
"ZNF200","AluYb8",0.00297743658262801,-0.591069068487375,0.0464191799006478,"ZNF200-AluYb8","old","young","old-young","Alu"
"ZNF200","AluYb9",0.0237433238250637,-0.469678792557622,0.144963208467682,"ZNF200-AluYb9","old","young","old-young","Alu"
"ZNF200","AluYd8",0.0142315534133914,-0.503866198318406,0.109444762902476,"ZNF200-AluYd8","old","young","old-young","Alu"
"ZNF200","AluYg6",0.00117232091502443,-0.633552309502459,0.0277616910590471,"ZNF200-AluYg6","old","young","old-young","Alu"
"ZNF200","AluYk4",0.0188559426783735,-0.485485269389785,0.127765266768979,"ZNF200-AluYk4","old","young","old-young","Alu"
"ZNF112","HERV30-int",0.0479596179225963,-0.416646655831514,0.213395818534088,"ZNF112-HERV30-int","old","old","old-old","ERV1"
"ZNF112","L1MA10",0.000351155554453456,-0.680630160897548,0.0142500788930711,"ZNF112-L1MA10","old","old","old-old","L1"
"ZNF112","L1MA2",0.00419254564226869,-0.573876300415711,0.0559601413727415,"ZNF112-L1MA2","old","old","old-old","L1"
"ZNF112","L1MA4",0.00736391299128067,-0.543418713053393,0.0764346898304472,"ZNF112-L1MA4","old","old","old-old","L1"
"ZNF112","L1MA4A",0.0220907873019843,-0.474702632708454,0.139228361498702,"ZNF112-L1MA4A","old","old","old-old","L1"
"ZNF112","L1MA5A",0.0125090529122827,-0.511979764969895,0.102036533325006,"ZNF112-L1MA5A","old","old","old-old","L1"
"ZNF112","L1MA6",0.000183090892876749,-0.703005073053727,0.0101206441593265,"ZNF112-L1MA6","old","old","old-old","L1"
"ZNF112","L1MC2",0.00584249136213485,-0.556277223046058,0.0672871961330952,"ZNF112-L1MC2","old","old","old-old","L1"
"ZNF112","L1MEg",0.0258602661779302,-0.463638045384062,0.151882307434012,"ZNF112-L1MEg","old","old","old-old","L1"
"ZNF112","L1P4",0.0428985113199486,-0.425593973773554,0.200570795264111,"ZNF112-L1P4","old","old","old-old","L1"
"ZNF112","L1PA3",0.00718409708534865,-0.544816286767157,0.0753761830554815,"ZNF112-L1PA3","old","old","old-old","L1"
"ZNF112","LTR59",0.0175340300640315,-0.490326845152444,0.12265557469497,"ZNF112-LTR59","old","young","old-young","ERV1"
"ZNF37A","Arthur1",0.010762058517985,-0.521204845114694,0.0941932053920112,"ZNF37A-Arthur1","old","old","old-old","hAT-Tip100"
"ZNF37A","Charlie10",0.00785539682471508,-0.539738296611267,0.0791513107204925,"ZNF37A-Charlie10","old","old","old-old","hAT-Charlie"
"ZNF37A","Charlie21a",0.0427937750362005,-0.425787656125769,0.200292620750838,"ZNF37A-Charlie21a","old","old","old-old","hAT-Charlie"
"ZNF37A","Charlie2a",0.0468020496881343,-0.418625668873339,0.210421787205958,"ZNF37A-Charlie2a","old","old","old-old","hAT-Charlie"
"ZNF37A","Charlie5",0.00561875618609243,-0.558398082367446,0.065888737264282,"ZNF37A-Charlie5","old","old","old-old","hAT-Charlie"
"ZNF37A","Eulor8",0.0257151192077445,-0.464039312520023,0.151401376009642,"ZNF37A-Eulor8","old","old","old-old","Tc1-Mariner"
"ZNF37A","HERVP71A-int",0.0169435321092757,-0.492585802981066,0.120308609712805,"ZNF37A-HERVP71A-int","old","old","old-old","ERV1"
"ZNF37A","Kanga1a",0.0105874163983444,-0.522193353148865,0.09332599498403,"ZNF37A-Kanga1a","old","old","old-old","TcMar-Tc2"
"ZNF37A","L1ME4a",0.017942780320113,-0.488799061078644,0.124249346486789,"ZNF37A-L1ME4a","old","old","old-old","L1"
"ZNF37A","LTR16D",0.031090124756965,-0.450253185340762,0.16811884336026,"ZNF37A-LTR16D","old","old","old-old","ERVL"
"ZNF37A","LTR17",0.0207987654509035,-0.478845747012247,0.13464826647836,"ZNF37A-LTR17","old","young","old-young","ERV1"
"ZNF37A","LTR22",0.0486936057601369,-0.415410986004385,0.215193997070924,"ZNF37A-LTR22","old","young","old-young","ERVK"
"ZNF37A","LTR26B",0.0052751339966364,-0.561796940068148,0.0636061760475815,"ZNF37A-LTR26B","old","old","old-old","ERV1"
"ZNF37A","LTR48B",0.00194935982749011,-0.611115657541512,0.0367420422896105,"ZNF37A-LTR48B","old","old","old-old","ERV1"
"ZNF37A","LTR71B",0.0208677338297283,-0.47861941742552,0.134892750933127,"ZNF37A-LTR71B","old","young","old-young","ERV1"
"ZNF37A","LTR72B",0.00359380597073275,-0.581732873323646,0.0514061354731597,"ZNF37A-LTR72B","old","old","old-old","ERV1"
"ZNF37A","LTR77",0.0147271385896329,-0.501681089179952,0.11154236896852,"ZNF37A-LTR77","old","old","old-old","ERV1"
"ZNF37A","LTR79",0.0343571836838824,-0.442777915723145,0.177701526246116,"ZNF37A-LTR79","old","old","old-old","ERVL"
"ZNF37A","LTR81",0.00268680778731302,-0.596050818071619,0.043873913082031,"ZNF37A-LTR81","old","old","old-old","Gypsy"
"ZNF37A","LTR82A",0.0440773905065555,-0.423439063744447,0.203659697962393,"ZNF37A-LTR82A","old","old","old-old","ERVL"
"ZNF37A","MARNA",0.0129652873355576,-0.509745855072577,0.10401343042356,"ZNF37A-MARNA","old","old","old-old","TcMar-Mariner"
"ZNF37A","MER106B",0.0222237061405883,-0.474287569943771,0.139689328286674,"ZNF37A-MER106B","old","old","old-old","hAT-Charlie"
"ZNF37A","MER110",0.00266529206519624,-0.596437453165955,0.0436979523953478,"ZNF37A-MER110","old","old","old-old","ERV1"
"ZNF37A","MER135",0.0394012153731482,-0.432272153580342,0.19174117657556,"ZNF37A-MER135","old","old","old-old","DNA"
"ZNF37A","MER34",0.0276924635199036,-0.458721597620359,0.157760480871563,"ZNF37A-MER34","old","old","old-old","ERV1"
"ZNF37A","MER34A1",0.0419930081739953,-0.427280863086151,0.198313059139373,"ZNF37A-MER34A1","old","old","old-old","ERV1"
"ZNF37A","MER34C_",0.0225378039424328,-0.473314625507314,0.140750372267885,"ZNF37A-MER34C_","old","old","old-old","ERV1"
"ZNF37A","MER44C",0.0033801738720989,-0.584804327394717,0.0497273798585136,"ZNF37A-MER44C","old","old","old-old","TcMar-Tigger"
"ZNF37A","MER49",0.0238985081639043,-0.469221603021115,0.145457842406939,"ZNF37A-MER49","old","old","old-old","ERV1"
"ZNF37A","MER4A",0.0114044442983648,-0.517678719183248,0.0970571896583532,"ZNF37A-MER4A","old","old","old-old","ERV1"
"ZNF37A","MER63C",0.0188047990266071,-0.48566738995791,0.127586206332015,"ZNF37A-MER63C","old","old","old-old","hAT-Blackjack"
"ZNF37A","MER66B",0.0235715771940871,-0.470187582265339,0.144385303875365,"ZNF37A-MER66B","old","young","old-young","ERV1"
"ZNF37A","MER83",0.000663332581643451,-0.656784678427958,0.0203591533577894,"ZNF37A-MER83","old","old","old-old","ERV1"
"ZNF37A","MER94B",0.00760876534690964,-0.541560514576499,0.0777352340425757,"ZNF37A-MER94B","old","old","old-old","hAT-Blackjack"
"ZNF37A","MERX",0.035432055365802,-0.440441739429127,0.180740266215525,"ZNF37A-MERX","old","old","old-old","TcMar-Tigger"
"ZNF37A","MLT1A0",0.0365031037952049,-0.438168909603557,0.183774906346022,"ZNF37A-MLT1A0","old","old","old-old","ERVL-MaLR"
"ZNF37A","MLT1A1",0.0142148203103468,-0.503941054458238,0.10937144414677,"ZNF37A-MLT1A1","old","old","old-old","ERVL-MaLR"
"ZNF37A","MLT1E3-int",0.00714176885282415,-0.545149490598864,0.0751275915390173,"ZNF37A-MLT1E3-int","old","old","old-old","ERVL-MaLR"
"ZNF37A","MLT1J2",0.0418763921269173,-0.427500175908617,0.198033639552833,"ZNF37A-MLT1J2","old","old","old-old","ERVL-MaLR"
"ZNF37A","MLT2A1",0.00546240546671718,-0.559922420513177,0.064840168409455,"ZNF37A-MLT2A1","old","old","old-old","ERVL"
"ZNF37A","MLT2A2",0.00235557177134487,-0.602317912942625,0.0408284940310686,"ZNF37A-MLT2A2","old","old","old-old","ERVL"
"ZNF37A","MLT2B5",0.0108675584957636,-0.520614071748884,0.0946562711779514,"ZNF37A-MLT2B5","old","old","old-old","ERVL"
"ZNF37A","MLT2C1",0.0226908399623327,-0.472844531170016,0.141271901445114,"ZNF37A-MLT2C1","old","old","old-old","ERVL"
"ZNF37A","MSTA-int",0.0240475758116498,-0.468784672732357,0.145938786367083,"ZNF37A-MSTA-int","old","old","old-old","ERVL-MaLR"
"ZNF37A","MSTB1-int",0.00402470314391911,-0.575978278645942,0.0546960012980114,"ZNF37A-MSTB1-int","old","old","old-old","ERVL-MaLR"
"ZNF37A","MSTD",0.022987663390438,-0.471939974556849,0.14230321132241,"ZNF37A-MSTD","old","old","old-old","ERVL-MaLR"
"ZNF37A","MamGypLTR1c",0.0339745736062269,-0.443623452443651,0.176630679028458,"ZNF37A-MamGypLTR1c","old","old","old-old","Gypsy"
"ZNF37A","MamGypLTR2b",0.0352111970981923,-0.440917145296516,0.180066225899282,"ZNF37A-MamGypLTR2b","old","old","old-old","Gypsy"
"ZNF37A","MamRep434",0.0368575381840767,-0.437428368730988,0.184736391385233,"ZNF37A-MamRep434","old","old","old-old","TcMar-Tigger"
"ZNF37A","Mam_R4",0.00315849408126183,-0.588169465425307,0.0479188967249061,"ZNF37A-Mam_R4","old","old","old-old","Dong-R4"
"ZNF37A","PRIMA4-int",0.0236429163668429,-0.469975883669442,0.144619929540829,"ZNF37A-PRIMA4-int","old","old","old-old","ERV1"
"ZNF37A","Tigger13a",0.0221405550223996,-0.474546989272762,0.139394686951752,"ZNF37A-Tigger13a","old","old","old-old","TcMar-Tigger"
"ZNF37A","Tigger2",0.00174380121609877,-0.616178470578366,0.0346277108736563,"ZNF37A-Tigger2","old","old","old-old","TcMar-Tigger"
"ZNF37A","Tigger2b_Pri",0.0119897457138906,-0.514605270181231,0.0997890322646243,"ZNF37A-Tigger2b_Pri","old","old","old-old","TcMar-Tigger"
"ZNF37A","Zaphod3",0.0387772686606902,-0.433512126009776,0.190045214318696,"ZNF37A-Zaphod3","old","old","old-old","hAT-Tip100"
"ZNF510","AluYa5",0.000186217703129439,-0.702447433521084,0.0102322101128511,"ZNF510-AluYa5","old","young","old-young","Alu"
"ZNF510","AluYb9",6.39973130561445e-05,-0.735333902217181,0.00584362109948369,"ZNF510-AluYb9","old","young","old-young","Alu"
"ZNF510","AluYh9",0.0221372487415705,-0.474557320587586,0.139386558365524,"ZNF510-AluYh9","old","young","old-young","Alu"
"ZNF510","HERV-Fc2_LTR",0.0154851105085541,-0.498452339640876,0.114501948178965,"ZNF510-HERV-Fc2_LTR","old","young","old-young","ERV1"
"ZNF510","Ricksha",0.00350260660855786,-0.583024747607064,0.0507276158114548,"ZNF510-Ricksha","old","old","old-old","MULE-MuDR"
"ZNF506","Charlie21a",0.0060762905633222,-0.554132146580315,0.0687346295378088,"ZNF506-Charlie21a","young","old","young-old","hAT-Charlie"
"ZNF506","Charlie4",0.0141435787974939,-0.504260563496912,0.109068596553202,"ZNF506-Charlie4","young","old","young-old","hAT-Charlie"
"ZNF506","Charlie9",0.0101291183336118,-0.524852759088154,0.0910877914737196,"ZNF506-Charlie9","young","old","young-old","hAT-Charlie"
"ZNF506","HERVK9-int",0.00128635324855216,-0.629581312638572,0.0292288826906933,"ZNF506-HERVK9-int","young","old","young-old","ERVK"
"ZNF506","HERVL66-int",0.00698189340846675,-0.546423002513579,0.0742604806504078,"ZNF506-HERVL66-int","young","old","young-old","ERVL"
"ZNF506","Kanga11a",0.0046090708016588,-0.56894976534158,0.0590083756641437,"ZNF506-Kanga11a","young","old","young-old","TcMar-Tc2"
"ZNF506","Kanga1a",0.0193562385419882,-0.483724496668712,0.129554011064033,"ZNF506-Kanga1a","young","old","young-old","TcMar-Tc2"
"ZNF506","L1ME3A",0.0212539212561486,-0.477363120578351,0.136324043977567,"ZNF506-L1ME3A","young","old","young-old","L1"
"ZNF506","LTR33C",0.00140900380829229,-0.62563252795092,0.0307554832782004,"ZNF506-LTR33C","young","old","young-old","ERVL"
"ZNF506","LTR44",0.0190404192526717,-0.484831659828865,0.128477481236221,"ZNF506-LTR44","young","old","young-old","ERV1"
"ZNF506","LTR47B",0.00329076200789201,-0.586138567604453,0.0490127964172857,"ZNF506-LTR47B","young","old","young-old","ERVL"
"ZNF506","LTR50",0.0412174777020549,-0.428748430014701,0.19640927791407,"ZNF506-LTR50","young","old","young-old","ERVL"
"ZNF506","LTR68",0.0385430006035885,-0.433981741227382,0.18942051880384,"ZNF506-LTR68","young","old","young-old","ERV1"
"ZNF506","LTR72B",0.00172696314576473,-0.616615311841152,0.0344535719357101,"ZNF506-LTR72B","young","old","young-old","ERV1"
"ZNF506","LTR86B1",0.0145916219352197,-0.502272567722016,0.111012658898922,"ZNF506-LTR86B1","young","old","young-old","ERVL"
"ZNF506","MADE2",0.00635046893448809,-0.551702522191526,0.0704922145320503,"ZNF506-MADE2","young","old","young-old","TcMar-Mariner"
"ZNF506","MARNA",0.000525929394656936,-0.665730185325888,0.0178575507181273,"ZNF506-MARNA","young","old","young-old","TcMar-Mariner"
"ZNF506","MER106B",0.015115554972987,-0.500010051901579,0.113046123904151,"ZNF506-MER106B","young","old","young-old","hAT-Charlie"
"ZNF506","MER110",0.0150272519020396,-0.500386845969861,0.112690731422765,"ZNF506-MER110","young","old","young-old","ERV1"
"ZNF506","MER135",0.00423435912868156,-0.573363657234484,0.0562928534385541,"ZNF506-MER135","young","old","young-old","DNA"
"ZNF506","MER34-int",0.022195712448288,-0.474374818794085,0.139591868542807,"ZNF506-MER34-int","young","old","young-old","ERV1"
"ZNF506","MER34A1",6.61600010769056e-05,-0.734376685329145,0.00593997268235644,"ZNF506-MER34A1","young","old","young-old","ERV1"
"ZNF506","MER49",0.0483525339280193,-0.415983366316612,0.214297032456348,"ZNF506-MER49","young","old","young-old","ERV1"
"ZNF506","MER52D",0.0220779694762717,-0.47474276485448,0.139172586446656,"ZNF506-MER52D","young","old","young-old","ERV1"
"ZNF506","MER57A-int",0.0455369269888169,-0.420832664467389,0.207366671176179,"ZNF506-MER57A-int","young","old","young-old","ERV1"
"ZNF506","MER70-int",0.0238395550483225,-0.469395003616416,0.145262641047128,"ZNF506-MER70-int","young","old","young-old","ERVL"
"ZNF506","MER94B",0.000797145851345034,-0.649492976927207,0.0224825714342288,"ZNF506-MER94B","young","old","young-old","hAT-Blackjack"
"ZNF506","MLT1A1-int",0.043696707391894,-0.424129946309097,0.202647999737339,"ZNF506-MLT1A1-int","young","old","young-old","ERVL-MaLR"
"ZNF506","MLT1E3-int",0.00894082002359122,-0.53224177520221,0.0850640390393133,"ZNF506-MLT1E3-int","young","old","young-old","ERVL-MaLR"
"ZNF506","MLT1J1-int",0.0343353401553229,-0.442825987080181,0.177653811872954,"ZNF506-MLT1J1-int","young","old","young-old","ERVL-MaLR"
"ZNF506","MLT1J1",5.33674843818984e-05,-0.740495455336478,0.00531606233213063,"ZNF506-MLT1J1","young","old","young-old","ERVL-MaLR"
"ZNF506","MLT2A1",0.0288972233811982,-0.455628630678936,0.161492724034542,"ZNF506-MLT2A1","young","old","young-old","ERVL"
"ZNF506","MLT2C2",0.0105480936709159,-0.522417776404226,0.0931503170203148,"ZNF506-MLT2C2","young","old","young-old","ERVL"
"ZNF506","MSTD",0.00649555259714535,-0.550452020431815,0.071339893619891,"ZNF506-MSTD","young","old","young-old","ERVL-MaLR"
"ZNF506","MamGypLTR1c",0.0100691197160954,-0.525208217640115,0.0908008751431363,"ZNF506-MamGypLTR1c","young","old","young-old","Gypsy"
"ZNF506","MamRep434",0.000845385414217401,-0.647121233497271,0.0231707157753167,"ZNF506-MamRep434","young","old","young-old","TcMar-Tigger"
"ZNF506","Tigger10",0.00693978422563563,-0.546762457944616,0.0740026818140672,"ZNF506-Tigger10","young","old","young-old","TcMar-Tigger"
"ZNF506","Tigger1a_Art",0.0314455760607144,-0.449410484798398,0.169133859388753,"ZNF506-Tigger1a_Art","young","old","young-old","TcMar-Tigger"
"ZNF506","Tigger2b_Pri",0.00829683090669116,-0.536591968604018,0.0815835774009857,"ZNF506-Tigger2b_Pri","young","old","young-old","TcMar-Tigger"
"ZNF506","Tigger4",0.0295907417759034,-0.453894513701194,0.163559703170281,"ZNF506-Tigger4","young","old","young-old","TcMar-Tigger"
"ZNF506","Zaphod3",0.0461245488487064,-0.419801695788067,0.208734693001094,"ZNF506-Zaphod3","young","old","young-old","hAT-Tip100"
"ZNF324","AluJb",0.00705844148913586,-0.545810257599765,0.0746762337362032,"ZNF324-AluJb","old","old","old-old","Alu"
"ZNF324","AluSc5",0.00170922222467147,-0.617079512722023,0.0342807439846645,"ZNF324-AluSc5","old","old","old-old","Alu"
"ZNF324","AluSc8",0.000910644282729262,-0.644090955682644,0.0240869765766033,"ZNF324-AluSc8","old","old","old-old","Alu"
"ZNF324","AluSc",0.00252249550198199,-0.599072552066024,0.0424020532908259,"ZNF324-AluSc","old","old","old-old","Alu"
"ZNF324","AluSg4",0.00354125629826365,-0.582473843724598,0.0510167490707115,"ZNF324-AluSg4","old","old","old-old","Alu"
"ZNF324","AluSg7",0.00271648421947986,-0.595521807536132,0.0441396778079738,"ZNF324-AluSg7","old","old","old-old","Alu"
"ZNF324","AluSg",0.000970288258824057,-0.641480016629102,0.0249666830169991,"ZNF324-AluSg","old","old","old-old","Alu"
"ZNF324","AluSp",0.00215193218055215,-0.606552054964071,0.0388153785958715,"ZNF324-AluSp","old","old","old-old","Alu"
"ZNF324","AluSq10",0.00479206540762829,-0.566902623403701,0.0603308300172613,"ZNF324-AluSq10","old","old","old-old","Alu"
"ZNF324","AluSq2",0.00194337272691686,-0.611256555232319,0.0366862945337585,"ZNF324-AluSq2","old","old","old-old","Alu"
"ZNF324","AluSq4",0.00515803022978202,-0.562997558676032,0.0628533918793207,"ZNF324-AluSq4","old","old","old-old","Alu"
"ZNF324","AluSq",0.0023535422192137,-0.602358554693338,0.0408117055567352,"ZNF324-AluSq","old","old","old-old","Alu"
"ZNF324","AluSx1",0.00471088579019938,-0.567802545342834,0.0597930684876744,"ZNF324-AluSx1","old","old","old-old","Alu"
"ZNF324","AluSx3",0.00300644503308598,-0.590594668912967,0.0466526168758517,"ZNF324-AluSx3","old","old","old-old","Alu"
"ZNF324","AluSx4",0.00183506826720645,-0.613871234956171,0.0355625316572027,"ZNF324-AluSx4","old","old","old-old","Alu"
"ZNF324","AluSx",0.00286982912667959,-0.592863650519334,0.0454775341445596,"ZNF324-AluSx","old","old","old-old","Alu"
"ZNF324","AluSz6",0.00365014462382625,-0.58094853447152,0.0518319037858374,"ZNF324-AluSz6","old","old","old-old","Alu"
"ZNF324","AluSz",0.00209782909445099,-0.607733975349712,0.0382513425436247,"ZNF324-AluSz","old","old","old-old","Alu"
"ZNF324","AluY",0.000749142935718895,-0.651978646051267,0.0217370243215893,"ZNF324-AluY","old","old","old-old","Alu"
"ZNF324","AluYa5",0.000761069127423435,-0.651348598354357,0.0219193993194637,"ZNF324-AluYa5","old","young","old-young","Alu"
"ZNF324","AluYa8",0.00186933826351031,-0.613030028123704,0.0359281952346563,"ZNF324-AluYa8","old","young","old-young","Alu"
"ZNF324","AluYc3",0.00116673364052214,-0.633755230360506,0.0276922079636385,"ZNF324-AluYc3","old","old","old-old","Alu"
"ZNF324","AluYc",0.00112900614269459,-0.635147592351909,0.0271791371564455,"ZNF324-AluYc","old","old","old-old","Alu"
"ZNF324","AluYg6",0.000200970857227663,-0.699921239117251,0.0106408403146648,"ZNF324-AluYg6","old","young","old-young","Alu"
"ZNF324","AluYk12",0.00179452545381464,-0.614883831661173,0.0351605395131866,"ZNF324-AluYk12","old","young","old-young","Alu"
"ZNF324","AluYk4",0.000138266816537157,-0.712074141913242,0.00870212844971982,"ZNF324-AluYk4","old","young","old-young","Alu"
"ZNF324","HAL1",0.0233361327413875,-0.470889934508944,0.14356098950996,"ZNF324-HAL1","old","old","old-old","L1"
"ZNF324","L1M3d",0.0429845267002818,-0.425435187413702,0.200770952818467,"ZNF324-L1M3d","old","old","old-old","L1"
"ZNF324","L1M4b",0.000166651355640645,-0.706080700489137,0.00960578413912677,"ZNF324-L1M4b","old","old","old-old","L1"
"ZNF324","L1PA17",0.000933431067328615,-0.643076631874818,0.0244244382480842,"ZNF324-L1PA17","old","old","old-old","L1"
"ZNF324","MER61C",0.0213952626090212,-0.476907925735468,0.136842314334663,"ZNF324-MER61C","old","young","old-young","ERV1"
"ZNF671","AluJr",0.0109620438160023,-0.520088968319481,0.0950654036792857,"ZNF671-AluJr","old","old","old-old","Alu"
"ZNF671","AluSc5",0.000458207169857673,-0.670907939458856,0.0164845904112741,"ZNF671-AluSc5","old","old","old-old","Alu"
"ZNF671","AluYa5",7.69652053823048e-05,-0.729968647310219,0.00641080121132377,"ZNF671-AluYa5","old","young","old-young","Alu"
"ZNF671","AluYb8",0.000129040094533518,-0.714254381498935,0.00839330944018655,"ZNF671-AluYb8","old","young","old-young","Alu"
"ZNF671","AluYc3",0.00224503267260503,-0.604575940350524,0.0397198968091592,"ZNF671-AluYc3","old","old","old-old","Alu"
"ZNF671","AluYc",0.00399914977457306,-0.576304726137276,0.0545072104531546,"ZNF671-AluYc","old","old","old-old","Alu"
"ZNF671","AluYg6",6.35946919705202e-05,-0.735515219642468,0.00583138107217315,"ZNF671-AluYg6","old","young","old-young","Alu"
"ZNF671","AluYk12",0.00654759148350859,-0.550009149884411,0.0716406934528161,"ZNF671-AluYk12","old","young","old-young","Alu"
"ZNF671","AluYk4",0.00382280346268663,-0.578606616835866,0.0531125803284406,"ZNF671-AluYk4","old","young","old-young","Alu"
"ZNF671","FLAM_A",0.0362745458345225,-0.438649462675088,0.183114712179408,"ZNF671-FLAM_A","old","old","old-old","Alu"
"ZNF671","L1PA17",0.00487645381148489,-0.565980559590481,0.0609250988459787,"ZNF671-L1PA17","old","old","old-old","L1"
"ZNF671","LTR10D",0.0256773414641436,-0.464144048567047,0.151263933976518,"ZNF671-LTR10D","old","young","old-young","ERV1"
"ZNF671","MER30B",0.000135383989219615,-0.71274137978395,0.00860209421857643,"ZNF671-MER30B","old","young","old-young","hAT-Charlie"
"ZNF671","MER61C",0.0249278230710034,-0.466247997623203,0.148820769059984,"ZNF671-MER61C","old","young","old-young","ERV1"
"ZNF671","MER83C",0.00726653027634266,-0.544172032527734,0.0759071142287234,"ZNF671-MER83C","old","old","old-old","ERV1"
"ZNF416","AluYa5",0.00109375149358641,-0.636485116643159,0.0267014994300274,"ZNF416-AluYa5","old","young","old-young","Alu"
"ZNF416","AluYd8",0.0237359477414379,-0.469700582948109,0.144940323590982,"ZNF416-AluYd8","old","young","old-young","Alu"
"ZNF416","AluYk12",0.00523820861068207,-0.562173095806096,0.0633575373664284,"ZNF416-AluYk12","old","young","old-young","Alu"
"ZNF416","HERV-Fc2_LTR",0.0375015386153017,-0.436097067939714,0.186566390389259,"ZNF416-HERV-Fc2_LTR","old","young","old-young","ERV1"
"ZNF416","MER30B",0.0156917182988794,-0.497594621818851,0.115344085028044,"ZNF416-MER30B","old","young","old-young","hAT-Charlie"
"ZNF446","L1MA5A",0.0169298533084548,-0.492638884181236,0.120253454952782,"ZNF446-L1MA5A","old","old","old-old","L1"
"ZNF446","L1P4e",0.0340871549981226,-0.443373877849946,0.176967675216554,"ZNF446-L1P4e","old","old","old-old","L1"
"ZNF213","L1M",0.0447134122847194,-0.422295112916488,0.205276448870648,"ZNF213-L1M","old","old","old-old","L1"
"ZNF213","L1MB1",0.0407526736280141,-0.429638404759699,0.195163186101589,"ZNF213-L1MB1","old","old","old-old","L1"
"ZNF343","L1MA5A",0.00204012194344255,-0.609023475278139,0.0376296412224092,"ZNF343-L1MA5A","old","old","old-old","L1"
"ZNF343","L1MEg",0.0347202263659753,-0.441982480295535,0.178653262608,"ZNF343-L1MEg","old","old","old-old","L1"
"ZNF268","Tigger12",0.0399805617156207,-0.431134557926071,0.193283021072349,"ZNF268-Tigger12","old","old","old-old","TcMar-Tigger"
"ZNF184","AluYg6",0.00323518118920167,-0.586983442640473,0.0485422422261053,"ZNF184-AluYg6","old","young","old-young","Alu"
"ZNF184","AluYk12",0.0147824662777298,-0.501440880681173,0.111753079709928,"ZNF184-AluYk12","old","young","old-young","Alu"
"ZNF184","AluYk4",0.00223957109380604,-0.604689929324682,0.0396627031483962,"ZNF184-AluYk4","old","young","old-young","Alu"
"ZNF184","HAL1",0.00106220237911312,-0.637713688182672,0.0262874354596328,"ZNF184-HAL1","old","old","old-old","L1"
"ZNF184","LTR10D",0.00519965416188596,-0.562568219120446,0.0631248919298519,"ZNF184-LTR10D","old","young","old-young","ERV1"
"ZNF184","MER61C",0.00293860233101252,-0.591710301645893,0.0461193605989004,"ZNF184-MER61C","old","young","old-young","ERV1"
"MZF1","Charlie6",0.0027484158621848,-0.594958022754098,0.0443915627581725,"MZF1-Charlie6","old","old","old-old","hAT-Charlie"
"ZNF500","X8_LINE",0.0376320543788012,-0.43582945965854,0.186964196837284,"ZNF500-X8_LINE","old","old","old-old","CR1"
"ZNF174","AluYa5",0.00713567241983897,-0.545197616186099,0.0750990337010132,"ZNF174-AluYa5","old","young","old-young","Alu"
"ZNF175","L1PA3",0.00545956701738627,-0.559950428868042,0.0648265006280597,"ZNF175-L1PA3","old","old","old-old","L1"
"ZKSCAN1","L1M4",0.0279246549889747,-0.45811725699015,0.158506149576336,"ZKSCAN1-L1M4","old","old","old-old","L1"
"ZKSCAN1","L1MA5A",0.00479467727075693,-0.566873881995553,0.0603461382676533,"ZKSCAN1-L1MA5A","old","old","old-old","L1"
"ZKSCAN1","L1MA6",0.00479606051982698,-0.566858665784407,0.0603525943903294,"ZKSCAN1-L1MA6","old","old","old-old","L1"
"ZKSCAN1","L1MA8",0.0356758388962831,-0.439919696171908,0.181462318170994,"ZKSCAN1-L1MA8","old","old","old-old","L1"
"ZKSCAN1","L1MC2",0.00831759249379489,-0.536447434744485,0.0817023489988231,"ZKSCAN1-L1MC2","old","old","old-old","L1"
"ZKSCAN1","L1MEf",0.037624332336802,-0.43584527249446,0.186932523493846,"ZKSCAN1-L1MEf","old","old","old-old","L1"
"ZKSCAN1","L1PA3",0.0131439346997032,-0.508888637986578,0.104833776324178,"ZKSCAN1-L1PA3","old","old","old-old","L1"
"ZKSCAN1","L1PB4",0.0437576804829671,-0.424018973680673,0.20282197764772,"ZKSCAN1-L1PB4","old","old","old-old","L1"
"ZKSCAN1","X8_LINE",0.0190413228974579,-0.484828470808669,0.128477524080872,"ZKSCAN1-X8_LINE","old","old","old-old","CR1"
"ZNF684","L1PA6",0.0313381605175696,-0.449664343360217,0.168810055489219,"ZNF684-L1PA6","old","old","old-old","L1"
"ZNF684","L1PA7",0.0341053603424694,-0.443333580858133,0.177011703047087,"ZNF684-L1PA7","old","old","old-old","L1"
"ZNF684","L1PA8",0.0466524418933767,-0.418884215805137,0.210070836211726,"ZNF684-L1PA8","old","old","old-old","L1"
"ZNF684","L1PB4",0.0491786806603243,-0.414602286501824,0.216446777973053,"ZNF684-L1PB4","old","old","old-old","L1"
